id,address,latitude,longitude
"1,""38.64457787272372, -0.052589408543179755"",38.64457787272372,-0.052589408543179755"
"2,""38.57183908081996, -0.06401100304998714"",38.57183908081996,-0.06401100304998714"
"3,""38.281773896916974, -0.5202393819569439"",38.281773896916974,-0.5202393819569439"
"4,""38.64457787272372, -0.052589408543179755"",38.64457787272372,-0.052589408543179755"
"5,""47.12960512542689, 9.968162557829814"",47.12960512542689,9.968162557829814"
"6,""45.987683477177846, 9.260123240432703"",45.987683477177846,9.260123240432703"
"7,""47.3653202474338, 8.545290241559885"",47.3653202474338,8.545290241559885"
"8,""38.525969163431526, -0.1620318707332885"",38.525969163431526,-0.1620318707332885"
"9,""47.499705130661056, 8.7236379724436"",47.499705130661056,8.7236379724436"
"10,""38.628775624181905, -0.04144073269917927"",38.628775624181905,-0.04144073269917927"
"11,""46.23401140506499, 6.119204382166313"",46.23401140506499,6.119204382166313"
"12,""38.639622761373936, 0.01626876556205942"",38.639622761373936,0.01626876556205942"
"13,""38.64415055573566, 0.05567683449706118"",38.64415055573566,0.05567683449706118"
"14,""38.641190540640636, 0.060265322125432334"",38.641190540640636,0.060265322125432334"
"15,""38.59640621544511, -0.05025891345530068"",38.59640621544511,-0.05025891345530068"
"16,""38.642286576200675, 0.06649338102937412"",38.642286576200675,0.06649338102937412"
"17,""45.97693387316534, 8.947265428171093"",45.97693387316534,8.947265428171093"
"18,""47.239884596234006, 8.829194469471036"",47.239884596234006,8.829194469471036"
"19,""38.60012772427024, -0.04727208104911096"",38.60012772427024,-0.04727208104911096"
"20,""38.817935722157785, 0.02280817934762453"",38.817935722157785,0.02280817934762453"
"21,""46.49589763454219, 9.171083631540672"",46.49589763454219,9.171083631540672"
"22,""46.00227325718365, 8.950230621356793"",46.00227325718365,8.950230621356793"
"23,""38.62672521710668, -0.03867749246588739"",38.62672521710668,-0.03867749246588739"
"24,""43.28868532627581, 3.205318369763381"",43.28868532627581,3.205318369763381"
"25,""47.235113866773, 8.818751351893523"",47.235113866773,8.818751351893523"
"26,""47.31515969695684, 8.91189213082663"",47.31515969695684,8.91189213082663"
"27,""46.00013736872592, 8.94972288894952"",46.00013736872592,8.94972288894952"
"28,""47.315228441515856, 8.91188792933293"",47.315228441515856,8.91188792933293"
"29,""46.02078994022448, 9.242072694265836"",46.02078994022448,9.242072694265836"
"30,""38.64449746549996, -0.05253943868436336"",38.64449746549996,-0.05253943868436336"
"31,""45.92261511854984, 8.91584527140129"",45.92261511854984,8.91584527140129"
"32,""38.63264731733321, -0.012465367699624495"",38.63264731733321,-0.012465367699624495"
"33,""46.41004117624049, 11.575516155697274"",46.41004117624049,11.575516155697274"
"34,""47.41340813081422, 8.54308562201509"",47.41340813081422,8.54308562201509"
"35,""46.004066588467225, 8.95463905381311"",46.004066588467225,8.95463905381311"
"36,""46.9231845166725, 9.079766683214402"",46.9231845166725,9.079766683214402"
"37,""46.019662841447, 9.239035571355716"",46.019662841447,9.239035571355716"
"38,""38.681616060899174, 0.12014081209967337"",38.681616060899174,0.12014081209967337"
"39,""38.681616060899174, 0.12014081209967337"",38.681616060899174,0.12014081209967337"
"40,""46.923392177866724, 9.080813173852167"",46.923392177866724,9.080813173852167"
"41,""38.64456938140017, -0.052626429813001294"",38.64456938140017,-0.052626429813001294"
"42,""47.317863863864076, 8.552523332113736"",47.317863863864076,8.552523332113736"
"43,""38.632521707418995, -0.014132004777999273"",38.632521707418995,-0.014132004777999273"
"44,""46.23402797516598, 6.11934312495801"",46.23402797516598,6.11934312495801"
"45,""47.330270239823285, 8.920732657216838"",47.330270239823285,8.920732657216838"
"46,""38.64462849921566, -0.052592268927858905"",38.64462849921566,-0.052592268927858905"
"47,""46.20399215863575, 6.150663804814032"",46.20399215863575,6.150663804814032"
"48,""38.53527211070611, -0.1799260908710135"",38.53527211070611,-0.1799260908710135"
"49,""47.799658438624334, 13.04018227392402"",47.799658438624334,13.04018227392402"
"50,""47.800067499779, 13.043040349714294"",47.800067499779,13.043040349714294"
"51,""47.51264113989923, 8.375697384398109"",47.51264113989923,8.375697384398109"
"52,""47.30624981424478, 8.935552839789642"",47.30624981424478,8.935552839789642"
"53,""47.37359227546722, 8.538321375008938"",47.37359227546722,8.538321375008938"
"54,""47.80121077820623, 13.045566182998973"",47.80121077820623,13.045566182998973"
"55,""38.40545591350189, 0.7556085426836227"",38.40545591350189,0.7556085426836227"
"56,""46.950861132255035, 9.092604954836894"",46.950861132255035,9.092604954836894"
"57,""47.1490899764907, 10.374442989362619"",47.1490899764907,10.374442989362619"
"58,""47.31516143254978, 8.911889881982948"",47.31516143254978,8.911889881982948"
"59,""46.94176657737808, 9.097495306641589"",46.94176657737808,9.097495306641589"
"60,""46.00167065276961, 8.950120289495176"",46.00167065276961,8.950120289495176"